disease	event	number	loc	state	Year	Month	Day
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	6	WORCESTER	MA	1897	1	23
DIPHTHERIA	DEATHS	4	WORCESTER	MA	1897	1	23
MEASLES	DEATHS	1	WORCESTER	MA	1897	1	23
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1897	1	30
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1897	1	30
MEASLES	DEATHS	3	WORCESTER	MA	1897	1	30
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1897	2	6
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1897	2	6
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1897	2	13
DIPHTHERIA	DEATHS	3	WORCESTER	MA	1897	2	13
MEASLES	DEATHS	1	WORCESTER	MA	1897	2	13
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1897	2	20
MEASLES	DEATHS	2	WORCESTER	MA	1897	2	20
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1897	2	27
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1897	2	27
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	7	WORCESTER	MA	1897	3	13
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1897	3	13
MEASLES	DEATHS	1	WORCESTER	MA	1897	3	13
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1897	3	20
SCARLET FEVER	DEATHS	3	WORCESTER	MA	1897	3	20
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1897	3	20
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1897	3	27
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1897	3	27
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1897	4	3
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1897	4	3
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1897	4	10
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1897	4	17
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1897	5	1
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1897	5	1
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1897	5	8
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	6	WORCESTER	MA	1897	5	15
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1897	5	22
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1897	5	29
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1897	6	5
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1897	6	5
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1897	6	12
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1897	6	12
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	7	WORCESTER	MA	1897	6	20
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1897	6	20
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1897	6	26
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1897	6	26
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1897	7	3
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1897	7	10
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1897	7	10
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1897	7	10
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1897	7	17
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1897	7	17
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1897	7	24
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1897	7	31
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1897	7	31
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1897	8	7
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1897	8	14
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1897	8	14
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1897	8	21
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1897	8	21
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1897	8	28
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	8	WORCESTER	MA	1897	9	4
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1897	9	11
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1897	9	11
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1897	9	18
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1897	9	18
DIPHTHERIA	DEATHS	3	WORCESTER	MA	1897	9	18
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1897	9	25
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1897	9	25
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1897	10	2
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	7	WORCESTER	MA	1897	10	9
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1897	10	9
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1897	10	16
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	5	WORCESTER	MA	1897	10	16
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1897	10	16
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1897	10	23
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1897	10	23
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1897	10	30
DIPHTHERIA	DEATHS	3	WORCESTER	MA	1897	10	30
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1897	11	6
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1897	11	6
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1897	11	6
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1897	11	13
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1897	11	13
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1897	11	13
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1897	11	20
DIPHTHERIA	DEATHS	3	WORCESTER	MA	1897	11	20
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1897	11	27
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1897	11	27
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1897	12	4
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1897	12	4
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1897	12	11
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1897	12	11
DIPHTHERIA	DEATHS	5	WORCESTER	MA	1897	12	11
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	9	WORCESTER	MA	1897	12	18
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1897	12	18
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1897	12	25
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1898	1	1
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1898	1	1
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1898	1	8
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1898	1	15
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1898	1	15
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1898	1	27
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1898	1	27
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	9	WORCESTER	MA	1898	1	29
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1898	1	29
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1898	2	5
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1898	2	12
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1898	2	19
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1898	2	26
DIPHTHERIA	DEATHS	3	WORCESTER	MA	1898	2	26
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1898	3	5
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1898	3	5
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	8	WORCESTER	MA	1898	3	12
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	2	WORCESTER	MA	1898	3	12
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1898	3	12
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1898	3	19
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1898	3	19
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1898	3	26
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1898	3	26
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	6	WORCESTER	MA	1898	4	3
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1898	4	3
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1898	4	9
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1898	4	9
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	6	WORCESTER	MA	1898	4	16
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1898	4	23
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1898	4	23
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1898	4	30
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1898	5	7
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1898	5	7
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1898	5	7
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1898	5	14
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	6	WORCESTER	MA	1898	5	21
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1898	5	28
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1898	6	4
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1898	6	11
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1898	6	18
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1898	6	25
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1898	6	25
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1898	7	2
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1898	7	9
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1898	7	9
MEASLES	DEATHS	1	WORCESTER	MA	1898	7	9
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	6	WORCESTER	MA	1898	7	21
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1898	7	30
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1898	8	7
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1898	8	13
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1898	8	20
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1898	8	27
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1898	8	27
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1898	9	3
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1898	9	3
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1898	9	3
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1898	9	10
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1898	9	17
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1898	9	24
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1898	9	24
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	6	WORCESTER	MA	1898	10	8
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1898	10	8
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1898	10	1
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1898	10	1
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1898	10	15
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1898	10	15
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1898	10	15
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1898	10	22
SCARLET FEVER	DEATHS	2	WORCESTER	MA	1898	10	22
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1898	10	29
DIPHTHERIA	DEATHS	4	WORCESTER	MA	1898	10	29
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	7	WORCESTER	MA	1898	11	5
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	6	WORCESTER	MA	1898	11	12
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1898	11	20
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1898	11	20
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1898	11	20
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1898	11	26
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1898	12	3
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1898	12	3
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1898	12	3
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1898	12	10
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1898	12	10
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1898	12	10
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1898	12	17
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1898	12	24
SCARLET FEVER	DEATHS	2	WORCESTER	MA	1898	12	24
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1898	12	24
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1898	12	31
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	6	WORCESTER	MA	1899	1	7
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1899	1	7
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1899	1	7
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1899	1	14
DIPHTHERIA	DEATHS	3	WORCESTER	MA	1899	1	14
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1899	1	21
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1899	1	21
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	7	WORCESTER	MA	1899	1	28
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1899	1	28
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1899	1	28
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1899	2	4
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1899	2	12
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1899	2	19
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1899	2	19
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1899	2	19
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1899	2	25
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1899	3	4
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	6	WORCESTER	MA	1899	3	18
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	7	WORCESTER	MA	1899	3	25
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1899	4	1
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1899	4	1
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1899	4	1
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	8	WORCESTER	MA	1899	4	8
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1899	4	8
MEASLES	DEATHS	1	WORCESTER	MA	1899	4	8
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1899	4	16
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1899	4	22
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1899	4	29
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1899	4	29
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1899	4	29
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1899	4	29
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1899	5	6
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1899	5	6
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1899	5	27
SCARLET FEVER	DEATHS	2	WORCESTER	MA	1899	5	27
DIPHTHERIA	DEATHS	3	WORCESTER	MA	1899	5	27
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1899	6	3
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	6	WORCESTER	MA	1899	6	10
MEASLES	DEATHS	1	WORCESTER	MA	1899	6	10
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1899	6	17
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1899	6	17
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1899	6	17
MEASLES	DEATHS	1	WORCESTER	MA	1899	6	17
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1899	6	24
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1899	6	24
MEASLES	DEATHS	1	WORCESTER	MA	1899	6	24
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1899	7	1
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1899	7	1
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1899	7	8
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1899	7	16
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1899	7	23
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1899	7	23
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1899	7	29
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	2	WORCESTER	MA	1899	7	29
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1899	8	5
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	7	WORCESTER	MA	1899	8	12
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1899	8	19
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1899	8	19
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1899	8	19
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1899	8	26
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1899	9	9
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1899	9	16
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1899	9	16
DIPHTHERIA	DEATHS	3	WORCESTER	MA	1899	9	16
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1899	9	23
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	7	WORCESTER	MA	1899	9	30
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1899	9	30
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	6	WORCESTER	MN	1899	10	7
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1899	10	14
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1899	10	14
DIPHTHERIA	DEATHS	3	WORCESTER	MA	1899	10	14
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1899	10	21
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	2	WORCESTER	MA	1899	10	21
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1899	10	28
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1899	11	4
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1899	11	4
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1899	11	11
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1899	11	11
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	6	WORCESTER	MA	1899	11	18
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1899	11	18
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1899	11	18
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	7	WORCESTER	MA	1899	11	25
SCARLET FEVER	DEATHS	2	WORCESTER	MA	1899	11	25
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1899	11	25
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1899	12	2
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	2	WORCESTER	MA	1899	12	2
DIPHTHERIA	DEATHS	3	WORCESTER	MA	1899	12	2
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1899	12	9
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1899	12	9
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1899	12	9
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1899	12	16
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1899	12	16
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1899	12	23
DIPHTHERIA	DEATHS	3	WORCESTER	MA	1899	12	23
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1899	12	30
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	8	WORCESTER	MA	1900	1	6
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1900	1	6
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1900	1	20
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	2	WORCESTER	MA	1900	1	20
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1900	1	20
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1900	1	20
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1900	2	3
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1900	2	3
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	7	WORCESTER	MA	1900	1	27
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1900	1	27
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1900	2	10
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1900	2	10
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	6	WORCESTER	MA	1900	2	17
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1900	2	17
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1900	2	24
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1900	3	3
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1900	3	3
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1900	3	10
SCARLET FEVER	DEATHS	4	WORCESTER	MA	1900	3	10
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	6	WORCESTER	MA	1900	3	17
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1900	3	17
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1900	3	31
SCARLET FEVER	DEATHS	3	WORCESTER	MA	1900	3	31
MEASLES	DEATHS	1	WORCESTER	MA	1900	3	31
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1900	4	7
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1900	4	7
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1900	4	7
MEASLES	DEATHS	1	WORCESTER	MA	1900	4	7
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	9	WORCESTER	MA	1900	4	14
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1900	4	14
MEASLES	DEATHS	1	WORCESTER	MA	1900	4	14
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1900	4	21
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	7	WORCESTER	MA	1900	4	28
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1900	4	28
