sample	country	region	hdbcluster	reads	collection_year
Cambodia.375_t2	Laos	South East Asia	3	Laos.87	2012
Bangladesh.38_t1	Bangladesh	South East Asia	3	Bangladesh.38	2012
Malawi.186_t4	Malawi	East Africa	3	Malawi.186	2011
Malawi.186_t4	Myanmar	South East Asia	3	Myanmar.53	2012
Malawi.186_t4	Thailand	South East Asia	3	Thailand.188	2008
Malawi.186_t4	Viet_Nam	South East Asia	3	Viet_Nam.060	2011
Myanmar.03_t4	Myanmar	South East Asia	3	Myanmar.03	2011
Myanmar.03_t4	Thailand	South East Asia	3	Thailand.105	2011
Myanmar.03_t4	Thailand	South East Asia	3	Thailand.110	2012
Myanmar.03_t4	Thailand	South East Asia	3	Thailand.115	2012
Ghana.135_t1	Ghana	West Africa	2	Ghana.135	2010
DRC.028_t1	DRC	Central Africa	3	DRC.028	2013
Ghana.231_t1	Ghana	West Africa	2	Ghana.231	2011
Ghana.319_t1	Ghana	West Africa	3	Ghana.319	2012
Malawi.189_t1	Malawi	East Africa	3	Malawi.189	2011
Mali.34_t1	Mali	West Africa	3	Mali.34	2007
Ghana.323_t1	Ghana	West Africa	2	Ghana.323	2012
Cambodia.096_t4	Cambodia	South East Asia	3	Cambodia.096	2010
Cambodia.096_t4	Laos	South East Asia	3	Laos.14	2011
Cambodia.096_t4	Laos	South East Asia	3	Laos.48	2011
Cambodia.096_t4	Thailand	South East Asia	3	Thailand.079	2012
Bangladesh.31_t1	Bangladesh	South East Asia	2	Bangladesh.31	2012
Bangladesh.01_t3	Bangladesh	South East Asia	2	Bangladesh.01	2012
Bangladesh.01_t3	Bangladesh	South East Asia	2	Bangladesh.09	2012
Bangladesh.01_t3	Bangladesh	South East Asia	2	Bangladesh.13	2012
Laos.29_t2	Laos	South East Asia	2	Laos.29	2011
Laos.29_t2	Laos	South East Asia	2	Laos.38	2011
Ghana.062_t5	Ghana	West Africa	2	Ghana.062	2009
Ghana.062_t5	Ghana	West Africa	2	Ghana.181	2010
Ghana.062_t5	Ghana	West Africa	2	Ghana.262	2009
Ghana.062_t5	Ghana	West Africa	2	Ghana.418	2013
Ghana.062_t5	Guinea	West Africa	2	Guinea.67	2011
Ghana.204_t2	Ghana	West Africa	2	Ghana.204	2011
Ghana.204_t2	Ghana	West Africa	2	Ghana.384	2013
Ghana.188_t2	Ghana	West Africa	2	Ghana.188	2010
Ghana.188_t2	Malawi	East Africa	2	Malawi.049	2011
Myanmar.08_t1	Myanmar	South East Asia	2	Myanmar.08	2011
DRC.106_t1	DRC	Central Africa	2	DRC.106	2013
Malawi.118_t2	Malawi	East Africa	2	Malawi.118	2011
Malawi.118_t2	Malawi	East Africa	2	Malawi.120	2011
Laos.88_t1	Laos	South East Asia	3	Laos.88	2011
Cambodia.361_t17	Cambodia	South East Asia	3	Cambodia.361	2011
Cambodia.361_t17	Cambodia	South East Asia	3	Cambodia.367	2011
Cambodia.361_t17	Laos	South East Asia	3	Laos.05	2011
Cambodia.361_t17	Laos	South East Asia	3	Laos.28	2011
Cambodia.361_t17	Laos	South East Asia	3	Laos.36	2011
Cambodia.361_t17	Laos	South East Asia	3	Laos.49	2011
Cambodia.361_t17	Myanmar	South East Asia	3	Myanmar.04	2011
Cambodia.361_t17	Myanmar	South East Asia	3	Myanmar.41	2012
Cambodia.361_t17	Myanmar	South East Asia	3	Myanmar.46	2012
Cambodia.361_t17	Thailand	South East Asia	3	Thailand.003	2011
Cambodia.361_t17	Thailand	South East Asia	3	Thailand.007	2011
Cambodia.361_t17	Thailand	South East Asia	3	Thailand.065	2012
Cambodia.361_t17	Thailand	South East Asia	3	Thailand.092	2012
Cambodia.361_t17	Thailand	South East Asia	3	Thailand.177	2008
Cambodia.361_t17	Thailand	South East Asia	3	Thailand.200	2008
Cambodia.361_t17	Thailand	South East Asia	3	Thailand.212	2011
Cambodia.361_t17	Thailand	South East Asia	3	Thailand.220	2012
Viet_Nam.013_t1	Viet_Nam	South East Asia	3	Viet_Nam.013	2011
Ghana.176_t3	Ghana	West Africa	2	Ghana.176	2011
Ghana.176_t3	Guinea	West Africa	2	Guinea.80	2011
Ghana.176_t3	Malawi	East Africa	2	Malawi.068	2011
DRC.078_t1	DRC	Central Africa	3	DRC.078	2013
Senegal.065_t2	Senegal	West Africa	3	Senegal.065	2009
Senegal.065_t2	Senegal	West Africa	3	Senegal.087	2009
DRC.091_t1	DRC	Central Africa	2	DRC.091	2013
Ghana.027_t1	Ghana	West Africa	3	Ghana.027	2009
Malawi.206_t1	Malawi	East Africa	2	Malawi.206	2011
Ghana.417_t1	Ghana	West Africa	3	Ghana.417	2013
Guinea.87_t1	Guinea	West Africa	3	Guinea.87	2011
DRC.027_t3	DRC	Central Africa	3	DRC.027	2013
DRC.027_t3	Ghana	West Africa	3	Ghana.196	2011
DRC.027_t3	Ghana	West Africa	3	Ghana.371	2012
Ghana.060_t1	Ghana	West Africa	3	Ghana.060	2009
Malawi.236_t1	Malawi	East Africa	3	Malawi.236	2011
Ghana.219_t1	Ghana	West Africa	2	Ghana.219	2010
Ghana.464_t1	Ghana	West Africa	2	Ghana.464	2013
Bangladesh.12_t1	Bangladesh	South East Asia	2	Bangladesh.12	2012
Bangladesh.46_t1	Bangladesh	South East Asia	2	Bangladesh.46	2012
Guinea.14_t1	Guinea	West Africa	2	Guinea.14	2011
DRC.108_t1	DRC	Central Africa	2	DRC.108	2013
Ghana.476_t1	Ghana	West Africa	2	Ghana.476	2013
Ghana.496_t2	Ghana	West Africa	2	Ghana.496	2012
Ghana.496_t2	Senegal	West Africa	2	Senegal.073	2010
Ghana.084_t1	Ghana	West Africa	2	Ghana.084	2009
Guinea.47_t1	Guinea	West Africa	2	Guinea.47	2011
Malawi.113_t1	Malawi	East Africa	2	Malawi.113	2011
Mali.48_t1	Mali	West Africa	2	Mali.48	2007
Ghana.004_t1	Ghana	West Africa	2	Ghana.004	2009
Senegal.040_t1	Senegal	West Africa	2	Senegal.040	2010
Gambia.47_t4	Gambia	West Africa	1	Gambia.47	2008
Gambia.47_t4	Ghana	West Africa	1	Ghana.276	2011
Gambia.47_t4	Guinea	West Africa	1	Guinea.44	2011
Gambia.47_t4	Mali	West Africa	1	Mali.11	2010
Gambia.12_t2	Gambia	West Africa	1	Gambia.12	2008
Gambia.12_t2	Gambia	West Africa	1	Gambia.18	2008
Ghana.038_t1	Ghana	West Africa	2	Ghana.038	2009
Uganda.8_t1	Uganda	East Africa	2	Uganda.8	2007
Ghana.024_t2	Ghana	West Africa	2	Ghana.024	2009
Ghana.024_t2	Ghana	West Africa	2	Ghana.447	2013
Uganda.1_t1	Uganda	East Africa	2	Uganda.1	2006
DRC.072_t1	DRC	Central Africa	2	DRC.072	2013
Ghana.121_t1	Ghana	West Africa	2	Ghana.121	2010
Malawi.024_t1	Malawi	East Africa	2	Malawi.024	2011
SEV2_H5_t1	SEV2_H5	Lab	3	SEV2_H5	"NA"
Malawi.174_t1	Malawi	East Africa	3	Malawi.174	2011
Malawi.229_t1	Malawi	East Africa	3	Malawi.229	2011
Ghana.166_t1	Ghana	West Africa	3	Ghana.166	2010
Ghana.479_t1	Ghana	West Africa	3	Ghana.479	2013
Malawi.154_t1	Malawi	East Africa	3	Malawi.154	2011
DRC.046_t1	DRC	Central Africa	3	DRC.046	2013
Mali.49_t1	Mali	West Africa	3	Mali.49	2007
DRC.075_t1	DRC	Central Africa	3	DRC.075	2013
Ghana.248_t1	Ghana	West Africa	3	Ghana.248	2009
Senegal.108_t1	Senegal	West Africa	3	Senegal.108	2005
Ghana.430_t1	Ghana	West Africa	3	Ghana.430	2013
Malawi.126_t1	Malawi	East Africa	3	Malawi.126	2011
Senegal.048_t1	Senegal	West Africa	3	Senegal.048	2010
Ghana.089_t1	Ghana	West Africa	3	Ghana.089	2010
Ghana.272_t1	Ghana	West Africa	3	Ghana.272	2011
Malawi.141_t1	Malawi	East Africa	3	Malawi.141	2011
Ghana.102_t1	Ghana	West Africa	3	Ghana.102	2010
Ghana.350_t1	Ghana	West Africa	3	Ghana.350	2012
Ghana.142_t2	Ghana	West Africa	3	Ghana.142	2010
Ghana.142_t2	Ghana	West Africa	3	Ghana.291	2012
Ghana.253_t1	Ghana	West Africa	3	Ghana.253	2011
Viet_Nam.028_t1	Viet_Nam	South East Asia	3	Viet_Nam.028	2011
Malawi.078_t1	Malawi	East Africa	3	Malawi.078	2011
Malawi.090_t1	Malawi	East Africa	3	Malawi.090	2011
Ghana.007_t1	Ghana	West Africa	3	Ghana.007	2009
DRC.031_t4	DRC	Central Africa	4	DRC.031	2013
DRC.031_t4	DRC	Central Africa	4	DRC.035	2013
DRC.031_t4	Ghana	West Africa	4	Ghana.203	2011
DRC.031_t4	Ghana	West Africa	4	Ghana.412	2013
DRC.005_t2	DRC	Central Africa	3	DRC.005	2013
DRC.005_t2	Ghana	West Africa	3	Ghana.467	2013
DRC.100_t1	DRC	Central Africa	3	DRC.100	2013
Ghana.332_t1	Ghana	West Africa	3	Ghana.332	2012
Laos.18_t8	Laos	South East Asia	3	Laos.18	2011
Laos.18_t8	Viet_Nam	South East Asia	3	Viet_Nam.007	2011
Laos.18_t8	Viet_Nam	South East Asia	3	Viet_Nam.026	2011
Laos.18_t8	Viet_Nam	South East Asia	3	Viet_Nam.029	2011
Laos.18_t8	Viet_Nam	South East Asia	3	Viet_Nam.039	2011
Laos.18_t8	Viet_Nam	South East Asia	3	Viet_Nam.090	2012
Laos.18_t8	Viet_Nam	South East Asia	3	Viet_Nam.092	2012
Laos.18_t8	Viet_Nam	South East Asia	3	Viet_Nam.102	2012
RO33_t1	RO33	Lab	3	RO33	"NA"
Malawi.157_t1	Malawi	East Africa	3	Malawi.157	2011
Guinea.04_t2	Guinea	West Africa	3	Guinea.04	2011
Guinea.04_t2	Senegal	West Africa	3	Senegal.061	2009
DRC.009_t1	DRC	Central Africa	3	DRC.009	2013
Ghana.389_t1	Ghana	West Africa	3	Ghana.389	2013
DRC.018_t2	DRC	Central Africa	3	DRC.018	2013
DRC.018_t2	Ghana	West Africa	3	Ghana.184	2010
Ghana.239_t1	Ghana	West Africa	3	Ghana.239	2011
EF614225_t1	EF614225	Lab	3	EF614225	"NA"
Viet_Nam.085_t1	Viet_Nam	South East Asia	3	Viet_Nam.085	2012
Cambodia.104_t10	Cambodia	South East Asia	3	Cambodia.104	2010
Cambodia.104_t10	Cambodia	South East Asia	3	Cambodia.124	2010
Cambodia.104_t10	Cambodia	South East Asia	3	Cambodia.195	2011
Cambodia.104_t10	Cambodia	South East Asia	3	Cambodia.224	2011
Cambodia.104_t10	Cambodia	South East Asia	3	Cambodia.290	2011
Cambodia.104_t10	Cambodia	South East Asia	3	Cambodia.302	2011
Cambodia.104_t10	Cambodia	South East Asia	3	Cambodia.360	2011
Cambodia.104_t10	Cambodia	South East Asia	3	Cambodia.366	2011
Cambodia.104_t10	Laos	South East Asia	3	Laos.63	2012
Cambodia.104_t10	Thailand	South East Asia	3	Thailand.130	2012
Thailand.104_t7	Thailand	South East Asia	3	Thailand.104	2011
Thailand.104_t7	Thailand	South East Asia	3	Thailand.109	2012
Thailand.104_t7	Thailand	South East Asia	3	Thailand.116	2012
Thailand.104_t7	Thailand	South East Asia	3	Thailand.117	2012
Thailand.104_t7	Thailand	South East Asia	3	Thailand.192	2008
Thailand.104_t7	Thailand	South East Asia	3	Thailand.263	2014
Thailand.104_t7	Viet_Nam	South East Asia	3	Viet_Nam.062	2011
EF614226_t1	EF614226	Lab	3	EF614226	"NA"
Ghana.099_t1	Ghana	West Africa	3	Ghana.099	2010
Bangladesh.33_t3	Bangladesh	South East Asia	3	Bangladesh.33	2012
Bangladesh.33_t3	Bangladesh	South East Asia	3	Bangladesh.36	2012
Bangladesh.33_t3	Bangladesh	South East Asia	3	Bangladesh.40	2012
Viet_Nam.042_t1	Viet_Nam	South East Asia	3	Viet_Nam.042	2011
DRC.049_t1	DRC	Central Africa	3	DRC.049	2013
Malawi.148_t1	Malawi	East Africa	3	Malawi.148	2011
DRC.034_t4	DRC	Central Africa	3	DRC.034	2013
DRC.034_t4	Ghana	West Africa	3	Ghana.175	2010
DRC.034_t4	Ghana	West Africa	3	Ghana.408	2013
DRC.034_t4	Senegal	West Africa	3	Senegal.012	2010
Bangladesh.41_t5	Bangladesh	South East Asia	3	Bangladesh.41	2012
Bangladesh.41_t5	Ghana	West Africa	3	Ghana.136	2010
Bangladesh.41_t5	Ghana	West Africa	3	Ghana.298	2012
Bangladesh.41_t5	Guinea	West Africa	3	Guinea.26	2011
Bangladesh.41_t5	Myanmar	South East Asia	3	Myanmar.49	2012
Malawi.026_t1	Malawi	East Africa	3	Malawi.026	2011
DRC.067_t2	DRC	Central Africa	3	DRC.067	2013
DRC.067_t2	Malawi	East Africa	3	Malawi.070	2011
Ghana.070_t2	Ghana	West Africa	3	Ghana.070	2010
Ghana.070_t2	Senegal	West Africa	3	Senegal.079	2009
Ghana.361_t1	Ghana	West Africa	3	Ghana.361	2012
Ghana.399_t1	Ghana	West Africa	3	Ghana.399	2013
Ghana.115_t1	Ghana	West Africa	3	Ghana.115	2010
Guinea.15_t1	Guinea	West Africa	3	Guinea.15	2011
Viet_Nam.041_t1	Viet_Nam	South East Asia	3	Viet_Nam.041	2011
Cambodia.313_t4	Cambodia	South East Asia	3	Cambodia.313	2011
Cambodia.313_t4	Laos	South East Asia	3	Laos.25	2011
Cambodia.313_t4	Laos	South East Asia	3	Laos.45	2011
Cambodia.313_t4	Laos	South East Asia	3	Laos.54	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.002	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.003	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.013	2013
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.014	2013
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.018	2013
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.019	2013
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.024	2013
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.028	2013
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.029	2013
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.038	2013
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.040	2013
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.041	2013
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.045	2013
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.050	2013
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.055	2013
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.057	2013
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.059	2013
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.062	2013
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.064	2013
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.066	2013
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.067	2013
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.072	2013
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.077	2009
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.082	2010
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.085	2010
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.087	2010
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.098	2010
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.106	2010
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.110	2010
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.111	2010
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.121	2010
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.127	2010
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.128	2010
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.129	2010
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.138	2010
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.141	2010
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.144	2010
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.175	2010
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.177	2010
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.182	2010
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.184	2010
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.189	2010
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.191	2010
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.209	2009
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.220	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.229	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.231	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.236	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.240	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.244	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.245	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.250	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.253	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.255	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.256	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.258	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.259	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.267	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.272	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.273	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.277	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.283	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.284	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.293	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.329	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.331	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.332	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.333	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.336	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.339	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.340	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.341	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.344	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.351	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.353	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.364	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.400	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.402	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.407	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.412	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.415	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.418	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.422	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.423	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.427	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.428	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.429	2011
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.435	2012
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.463	2012
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.464	2012
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.465	2012
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.496	2012
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.497	2012
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.501	2012
Cambodia.002_t108	Cambodia	South East Asia	3	Cambodia.503	2011
Cambodia.002_t108	Viet_Nam	South East Asia	3	Viet_Nam.018	2011
Cambodia.002_t108	Viet_Nam	South East Asia	3	Viet_Nam.043	2011
Cambodia.002_t108	Viet_Nam	South East Asia	3	Viet_Nam.051	2011
Cambodia.002_t108	Viet_Nam	South East Asia	3	Viet_Nam.058	2011
Cambodia.002_t108	Viet_Nam	South East Asia	3	Viet_Nam.059	2011
Cambodia.002_t108	Viet_Nam	South East Asia	3	Viet_Nam.070	2012
Cambodia.002_t108	Viet_Nam	South East Asia	3	Viet_Nam.074	2012
Cambodia.002_t108	Viet_Nam	South East Asia	3	Viet_Nam.076	2012
Cambodia.002_t108	Viet_Nam	South East Asia	3	Viet_Nam.078	2012
Cambodia.002_t108	Viet_Nam	South East Asia	3	Viet_Nam.080	2012
Cambodia.002_t108	Viet_Nam	South East Asia	3	Viet_Nam.098	2011
Cambodia.002_t108	Viet_Nam	South East Asia	3	Viet_Nam.101	2012
Cambodia.002_t108	Thailand	South East Asia	3	Thailand.174	2008
Bangladesh.17_t10	Bangladesh	South East Asia	3	Bangladesh.17	2012
Bangladesh.17_t10	Bangladesh	South East Asia	3	Bangladesh.55	2012
Bangladesh.17_t10	DRC	Central Africa	3	DRC.080	2013
Bangladesh.17_t10	DRC	Central Africa	3	DRC.085	2013
Bangladesh.17_t10	Malawi	East Africa	3	Malawi.075	2011
Bangladesh.17_t10	Mali	West Africa	3	Mali.38	2007
Bangladesh.17_t10	Thailand	South East Asia	3	Thailand.010	2011
Bangladesh.17_t10	Thailand	South East Asia	3	Thailand.050	2011
Bangladesh.17_t10	Thailand	South East Asia	3	Thailand.162	2014
Bangladesh.17_t10	Thailand	South East Asia	3	Thailand.181	2014
Malawi.086_t1	Malawi	East Africa	3	Malawi.086	2011
3D7_t2	3D7	Lab	3	3D7	"NA"
3D7_t2	NF54	Lab	3	NF54	"NA"
Ghana.241_t2	Ghana	West Africa	3	Ghana.241	2011
Ghana.241_t2	Guinea	West Africa	3	Guinea.82	2011
Ghana.494_t1	Ghana	West Africa	3	Ghana.494	2011
Bangladesh.02_t3	Bangladesh	South East Asia	3	Bangladesh.02	2012
Bangladesh.02_t3	Bangladesh	South East Asia	3	Bangladesh.26	2012
Bangladesh.02_t3	Malawi	East Africa	3	Malawi.199	2011
Mali.08_t1	Mali	West Africa	3	Mali.08	2002
Ghana.029_t1	Ghana	West Africa	3	Ghana.029	2009
Mali.21_t1	Mali	West Africa	3	Mali.21	2010
Malawi.129_t1	Malawi	East Africa	3	Malawi.129	2011
Viet_Nam.010_t3	Viet_Nam	South East Asia	3	Viet_Nam.010	2011
Viet_Nam.010_t3	Viet_Nam	South East Asia	3	Viet_Nam.050	2011
Viet_Nam.010_t3	Viet_Nam	South East Asia	3	Viet_Nam.095	2011
Malawi.015_t1	Malawi	East Africa	3	Malawi.015	2011
Viet_Nam.019_t5	Viet_Nam	South East Asia	3	Viet_Nam.019	2011
Viet_Nam.019_t5	Viet_Nam	South East Asia	3	Viet_Nam.024	2011
Viet_Nam.019_t5	Viet_Nam	South East Asia	3	Viet_Nam.031	2011
Viet_Nam.019_t5	Viet_Nam	South East Asia	3	Viet_Nam.057	2011
Viet_Nam.019_t5	Viet_Nam	South East Asia	3	Viet_Nam.069	2012
Guinea.36_t1	Guinea	West Africa	3	Guinea.36	2011
Ghana.158_t4	Ghana	West Africa	3	Ghana.158	2010
Ghana.158_t4	Ghana	West Africa	3	Ghana.283	2010
Ghana.158_t4	Guinea	West Africa	3	Guinea.71	2011
Ghana.158_t4	Guinea	West Africa	3	Guinea.74	2011
Gambia.55_t1	Gambia	West Africa	3	Gambia.55	2008
Malawi.127_t1	Malawi	East Africa	4	Malawi.127	2011
DRC.011_t1	DRC	Central Africa	3	DRC.011	2013
Malawi.162_t1	Malawi	East Africa	3	Malawi.162	2011
Ghana.318_t2	Ghana	West Africa	3	Ghana.318	2012
Ghana.318_t2	Mali	West Africa	3	Mali.46	2007
Ghana.288_t1	Ghana	West Africa	3	Ghana.288	2012
Ghana.282_t2	Ghana	West Africa	3	Ghana.282	2011
Ghana.282_t2	Malawi	East Africa	3	Malawi.115	2011
DRC.095_t1	DRC	Central Africa	3	DRC.095	2013
Ghana.391_t1	Ghana	West Africa	3	Ghana.391	2013
Ghana.392_t1	Ghana	West Africa	3	Ghana.392	2013
Cambodia.036_t1	Cambodia	South East Asia	3	Cambodia.036	2013
DRC.025_t2	DRC	Central Africa	3	DRC.025	2013
DRC.025_t2	Malawi	East Africa	3	Malawi.109	2011
Cambodia.392_t1	Cambodia	South East Asia	3	Cambodia.392	2011
Malawi.244_t1	Malawi	East Africa	3	Malawi.244	2011
Malawi.064_t6	Malawi	East Africa	4	Malawi.064	2011
Malawi.064_t6	Malawi	East Africa	4	Malawi.232	2011
Malawi.064_t6	Myanmar	South East Asia	4	Myanmar.24	2012
Malawi.064_t6	Myanmar	South East Asia	4	Myanmar.29	2012
Malawi.064_t6	Myanmar	South East Asia	4	Myanmar.39	2012
Malawi.064_t6	Thailand	South East Asia	4	Thailand.014	2011
Malawi.220_t1	Malawi	East Africa	3	Malawi.220	2011
Ghana.376_t1	Ghana	West Africa	3	Ghana.376	2012
Ghana.006_t2	Ghana	West Africa	3	Ghana.006	2009
Ghana.006_t2	Senegal	West Africa	3	Senegal.070	2009
Senegal.068_t1	Senegal	West Africa	3	Senegal.068	2009
DRC.032_t1	DRC	Central Africa	3	DRC.032	2013
DRC.054_t1	DRC	Central Africa	3	DRC.054	2013
Ghana.343_t1	Ghana	West Africa	3	Ghana.343	2012
Senegal.064_t1	Senegal	West Africa	3	Senegal.064	2009
Gambia.46_t4	Gambia	West Africa	3	Gambia.46	2008
Gambia.46_t4	Ghana	West Africa	3	Ghana.356	2012
Gambia.46_t4	Guinea	West Africa	3	Guinea.43	2011
Gambia.46_t4	Guinea	West Africa	3	Guinea.68	2011
Cambodia.218_t1	Cambodia	South East Asia	4	Cambodia.218	2011
Thailand.026_t2	Thailand	South East Asia	3	Thailand.026	2012
Thailand.026_t2	Thailand	South East Asia	3	Thailand.236	2012
Malawi.197_t1	Malawi	East Africa	3	Malawi.197	2011
Malawi.033_t1	Malawi	East Africa	4	Malawi.033	2011
Malawi.092_t1	Malawi	East Africa	3	Malawi.092	2011
Bangladesh.05_t1	Bangladesh	South East Asia	3	Bangladesh.05	2012
Guinea.11_t2	Guinea	West Africa	3	Guinea.11	2011
Guinea.11_t2	Mali	West Africa	3	Mali.15	2010
Ghana.491_t1	Ghana	West Africa	3	Ghana.491	2011
Malawi.013_t1	Malawi	East Africa	3	Malawi.013	2011
Malawi.041_t1	Malawi	East Africa	3	Malawi.041	2011
Ghana.153_t2	Ghana	West Africa	3	Ghana.153	2010
Ghana.153_t2	Ghana	West Africa	3	Ghana.346	2012
DRC.002_t7	DRC	Central Africa	3	DRC.002	2013
DRC.002_t7	Gambia	West Africa	3	Gambia.08	2008
DRC.002_t7	Gambia	West Africa	3	Gambia.31	2008
DRC.002_t7	Gambia	West Africa	3	Gambia.59	2008
DRC.002_t7	Ghana	West Africa	3	Ghana.192	2011
DRC.002_t7	Ghana	West Africa	3	Ghana.335	2012
DRC.002_t7	Ghana	West Africa	3	Ghana.437	2013
Ghana.228_t5	Ghana	West Africa	4	Ghana.228	2011
Ghana.228_t5	Ghana	West Africa	4	Ghana.493	2011
Ghana.228_t5	Guinea	West Africa	4	Guinea.13	2011
Ghana.228_t5	Senegal	West Africa	4	Senegal.005	2002
